participant_id,gender,age,year in program,pap_1,mav_5,map_1,mav_1,pav_1,pap_2,map_2,mav_2,pav_2,pap_3,mav_6,map_3,mav_3,pav_3,pap_4,map_4,mav_7,mav_4,pav_4,engage_1,exh_1_RC,engage_2,engage_3,engage_4,exh_2_RC,exh_6_RC,exh_8,exh_3,engage_5_RC,exh_5,engage_6_RC,engage_7_RC,exh_7,engage_8_RC,exh_4_RC,sc_1_RC,sc_2,sc_3,sc_4_RC,sc_5,sc_6,sc_7,sc_8_RC,sc_9_RC,sc_10,sc_11_RC,sc_12_RC,auto_1,auto_2,auto_3,auto_4,compet_1,compet_2,compet_3,compet_4,relat_1,relat_2,relat_3,relat_4,exercise_mild,exercise_mod,exercise_str,auto,compet,engage,exercise,exh,map,mav,pap,pav,relat,sc
68,male,20-24,2,6,7,7,7,5,7,7,7,7,6,2,7,1,3,7,5,6,2,7,4,1,3,4,4,2,2,2,2,3,3,4,3,4,4,1,3,4,5,4,1,2,5,1,3,4,3,1,5,6,6,6,6,5,6,5,6,6,4,6,1,1,1,23,22,29,3,17,26,32,26,22,22,36
69,male,20-24,2,6,5,6,6,3,2,5,3,5,3,2,5,2,2,2,6,3,3,2,3,1,3,3,3,2,1,2,2,3,2,4,4,3,3,1,4,4,4,4,4,3,4,4,4,3,4,4,4,5,4,4,6,5,5,5,6,6,6,6,3,2,1,17,21,26,6,14,22,24,13,12,24,46
70,female,25-29,2,5,5,6,6,6,2,5,5,5,4,2,4,1,3,3,3,5,4,5,3,1,3,2,2,1,3,3,3,2,3,2,3,3,2,1,2,4,4,5,3,4,4,4,3,5,4,4,2,4,5,3,5,6,4,5,3,2,2,3,0,0,0,14,20,19,0,18,18,28,14,19,10,46
71,female,25-29,2,5,2,6,6,2,2,6,3,2,2,5,6,5,2,5,6,3,2,2,3,2,4,3,3,3,3,3,2,3,3,4,3,3,2,2,3,5,4,2,3,4,4,3,3,3,3,3,3,5,5,3,5,5,5,4,4,4,3,3,1,0,0,16,19,25,1,21,24,26,14,8,14,40
72,female,20-24,2,3,5,5,5,3,4,6,5,5,5,5,6,2,1,3,6,5,3,3,3,2,3,3,3,3,2,3,2,3,3,4,4,3,3,2,2,3,4,2,3,3,4,2,1,2,4,3,5,5,6,5,5,4,5,5,4,4,4,4,2,1,2,21,19,26,5,20,23,30,15,12,16,33
73,male,20-24,2,7,6,5,7,2,5,6,3,3,7,6,7,5,2,6,6,6,6,2,3,2,4,4,3,3,4,3,4,3,3,2,3,4,2,2,1,2,2,1,3,2,3,2,1,2,1,2,4,5,6,5,5,5,5,5,6,6,6,6,2,1,1,20,20,24,4,25,24,39,25,9,24,22
74,female,20-24,2,4,5,4,6,4,2,6,6,6,1,4,5,5,3,1,5,4,2,4,3,3,3,2,1,3,2,3,4,2,3,3,3,4,3,2,3,5,4,3,4,2,3,4,3,5,5,5,4,4,6,3,4,2,4,4,5,4,5,5,1,1,2,17,14,20,4,24,20,32,8,17,19,46
75,female,20-24,2,5,4,5,5,3,2,5,2,2,2,4,6,3,2,4,5,2,3,3,3,2,1,3,2,3,3,3,3,2,3,2,2,4,3,2,3,2,3,2,2,4,4,2,1,2,2,3,5,5,5,2,4,5,5,5,4,4,4,5,3,2,2,17,19,18,7,23,21,23,13,10,17,30
76,female,20-24,2,6,7,5,1,2,5,5,1,5,6,7,6,4,1,5,7,4,2,4,3,3,1,4,2,1,3,4,4,1,4,1,1,4,1,2,4,3,2,4,5,4,3,2,2,4,2,2,2,5,5,4,5,3,4,4,6,4,4,4,3,1,1,16,16,14,5,25,23,26,22,12,18,37
77,male,20-24,2,4,5,6,5,3,5,7,3,3,2,1,7,1,1,2,7,5,3,3,4,1,2,4,4,2,1,2,2,4,2,3,3,3,3,1,4,3,4,4,3,4,5,4,5,4,4,2,5,5,5,4,5,5,5,6,5,5,5,5,2,1,1,19,21,27,4,14,27,23,13,10,20,46
78,male,30-34,2,3,1,6,7,2,1,6,6,1,1,1,1,4,1,1,7,5,1,1,4,2,1,3,3,2,3,2,3,4,3,3,2,3,3,2,5,5,4,4,3,4,4,4,4,1,4,5,3,4,4,5,5,2,5,6,5,5,5,4,1,0,0,16,18,23,1,20,20,25,6,5,19,47
79,female,25-29,2,4,5,6,1,2,4,6,1,5,4,7,5,7,1,1,6,2,2,5,3,3,1,3,4,4,4,4,4,1,4,2,2,4,3,3,2,2,4,1,2,1,5,2,1,2,1,1,3,5,5,2,5,1,4,4,4,4,4,5,2,1,1,15,14,19,4,30,23,25,13,13,17,24
80,female,20-24,2,4,5,6,5,2,2,5,4,3,2,4,6,2,1,3,5,5,2,3,3,1,2,3,3,2,2,1,2,4,2,4,3,4,3,1,3,3,4,5,2,3,5,5,3,4,2,3,5,5,6,5,6,4,5,5,4,4,4,4,2,1,1,21,20,25,4,15,22,27,11,9,16,42
81,male,20-24,2,5,5,4,6,5,2,5,6,4,2,3,5,3,4,2,5,6,5,5,2,2,4,3,2,3,4,4,4,2,3,3,3,4,2,2,5,4,4,5,5,3,4,5,5,4,5,5,4,4,5,5,5,4,5,5,6,6,6,6,2,1,0,18,19,21,3,26,19,34,11,18,24,54
82,female,20-24,2,5,6,3,3,5,3,4,3,5,5,6,3,3,4,5,5,5,2,2,3,2,4,3,3,3,2,4,3,3,3,2,2,3,1,2,4,3,4,3,3,2,2,2,4,2,3,4,4,2,3,4,4,5,4,4,3,3,3,4,1,1,1,13,17,21,3,22,15,28,18,16,13,36
83,male,20-24,2,5,6,3,5,5,5,5,6,5,3,5,5,2,3,3,5,5,3,5,3,2,3,3,3,2,2,2,2,4,2,3,4,2,3,2,3,4,4,4,4,4,4,4,4,4,4,3,4,4,5,4,5,5,5,6,5,5,5,6,2,0,0,17,21,26,2,16,18,32,16,18,21,46
84,female,25-29,2,3,5,5,3,2,3,5,6,2,2,4,5,2,1,3,6,2,4,2,4,1,3,4,4,2,2,3,2,3,3,4,4,2,4,2,3,4,4,5,4,5,4,5,4,5,5,5,4,5,6,4,6,5,5,5,5,5,5,6,0,1,1,19,21,30,2,17,21,26,11,7,21,53
85,female,20-24,2,6,6,4,7,3,7,6,6,5,5,7,5,5,2,2,5,5,3,2,3,2,3,3,3,3,4,3,3,3,4,3,2,4,3,2,4,5,4,4,4,4,4,3,3,4,2,4,4,5,5,4,5,4,4,4,4,4,3,4,3,1,1,18,17,23,5,25,20,39,20,12,15,45
86,female,20-24,2,4,2,7,6,2,2,7,5,1,2,2,6,2,1,1,7,2,1,1,4,1,4,4,3,2,2,2,2,3,2,3,4,2,3,1,4,4,5,3,3,4,3,4,3,3,4,5,3,5,5,3,5,5,5,5,5,5,4,5,2,1,1,16,20,28,4,14,27,20,9,5,19,45
87,female,20-24,2,6,5,4,2,6,3,6,6,3,7,5,5,4,2,2,5,5,3,7,3,2,2,3,3,2,3,3,3,3,2,3,3,4,2,2,1,2,3,1,3,1,2,1,1,2,1,1,1,5,5,1,5,4,5,4,4,4,3,5,1,1,0,12,18,22,2,21,20,30,18,18,16,19
88,male,30-34,2,3,5,3,7,5,2,6,5,2,1,5,2,3,2,1,3,3,2,1,3,3,2,3,2,3,2,3,3,3,3,4,2,3,3,2,1,2,2,2,4,2,2,2,2,3,2,4,5,4,6,6,4,4,5,5,4,4,5,5,3,1,0,21,18,22,4,22,14,30,7,10,18,28
89,male,20-24,2,5,4,5,5,6,5,5,3,5,2,4,6,2,2,2,5,4,4,4,3,2,3,3,3,2,3,3,3,3,3,2,3,3,2,2,4,3,4,4,2,4,2,3,4,2,4,4,5,5,5,5,5,5,5,4,5,5,5,5,0,2,0,20,19,22,2,21,21,26,14,17,20,40
90,female,20-24,2,1,5,5,7,5,1,7,6,5,2,4,6,4,1,1,6,2,3,4,4,2,3,3,3,3,3,3,4,3,3,4,3,4,2,2,4,3,4,1,5,2,4,2,2,5,2,3,5,5,5,5,4,4,3,5,4,3,5,5,0,1,1,20,16,25,2,24,24,31,5,15,17,37
91,not listed,missing,2,5,5,6,4,5,2,6,5,6,1,5,5,5,5,3,6,2,5,5,3,3,3,3,4,3,3,3,3,2,3,3,3,4,2,2,2,3,5,4,4,4,5,4,4,5,3,3,4,4,5,2,4,4,5,5,2,3,5,5,1,0,1,15,18,23,2,24,23,31,11,21,15,46
92,female,25-29,2,6,3,5,7,6,5,6,6,5,4,6,5,6,5,6,6,6,4,6,3,2,4,3,4,2,3,3,3,3,3,3,4,4,3,2,2,3,4,4,4,4,4,2,2,4,4,3,4,4,4,4,4,4,4,5,4,4,3,5,2,1,0,16,17,27,3,22,22,38,21,22,16,40
93,female,20-24,2,4,5,6,7,5,2,5,5,4,3,3,5,3,2,2,7,3,2,2,3,2,4,3,2,3,3,2,3,3,3,3,4,3,2,2,3,4,4,2,4,2,5,1,1,3,2,4,3,5,4,3,5,4,5,5,5,5,5,5,2,0,2,15,19,24,4,21,23,28,11,13,20,35
94,female,20-24,2,6,7,7,7,1,3,7,3,2,5,7,7,7,1,7,7,7,1,2,3,3,4,4,4,3,4,4,4,1,4,1,1,4,3,3,3,5,4,1,4,2,3,4,2,2,2,2,1,3,5,1,3,3,3,4,5,5,5,5,2,1,1,10,13,21,4,29,28,39,21,6,20,34
95,female,20-24,2,5,6,5,7,4,6,7,7,5,3,7,6,6,3,4,7,5,3,5,4,2,4,4,4,2,4,3,3,3,3,2,3,4,3,2,1,2,3,1,4,3,3,2,3,4,2,2,4,4,3,4,5,3,4,5,6,5,5,5,3,0,1,15,17,27,4,23,25,41,18,17,21,30
96,female,20-24,2,6,6,5,7,4,5,5,6,4,5,5,4,4,3,5,5,6,4,5,3,3,2,3,2,3,3,4,4,2,3,2,3,4,2,2,2,3,4,1,3,2,4,2,2,3,2,3,4,4,4,3,4,3,4,4,3,3,4,4,1,1,0,15,15,19,2,26,19,38,21,16,14,31
97,male,20-24,2,5,5,6,6,3,4,6,6,3,4,2,5,2,2,3,5,5,3,3,3,2,2,4,4,2,4,3,3,3,3,2,2,3,2,2,4,4,4,5,4,2,4,4,4,2,4,5,2,5,5,1,5,5,5,5,4,4,5,5,1,1,0,13,20,22,2,22,22,29,16,11,18,46
98,female,35-39,2,5,2,6,6,4,2,6,2,3,5,5,4,5,1,2,5,2,3,3,4,2,3,4,3,3,4,3,4,2,4,3,3,3,3,2,3,4,4,2,4,3,4,2,2,2,1,2,5,6,5,5,5,5,5,5,2,2,4,5,1,0,0,21,20,25,1,25,21,25,14,11,13,33
99,male,20-24,2,5,2,7,4,1,3,7,5,2,3,1,6,2,1,6,7,2,2,2,3,1,4,3,3,2,3,2,3,3,3,4,2,2,3,1,4,4,5,4,5,2,5,2,2,5,1,2,2,4,5,4,5,3,4,5,3,4,5,4,2,2,2,15,17,25,6,17,27,18,17,6,16,41
100,male,20-24,2,4,6,5,6,5,3,5,5,6,5,5,4,3,3,2,4,6,4,5,3,2,3,3,2,3,2,2,2,2,2,3,3,3,2,2,4,3,4,4,4,2,5,2,3,4,4,4,3,5,4,2,5,4,5,5,6,6,6,6,3,1,0,14,19,21,4,18,18,35,14,19,24,43
101,female,25-29,2,6,5,6,7,5,1,5,5,5,4,5,6,5,4,4,5,5,3,5,3,2,3,3,2,2,4,4,3,2,3,2,2,3,3,2,3,4,3,2,4,4,4,2,2,4,3,2,2,4,2,2,4,5,5,5,4,4,4,5,2,2,1,10,19,20,5,23,22,35,15,19,17,37
102,not listed,missing,2,6,5,6,7,5,1,5,5,5,4,5,6,5,4,4,5,5,3,5,3,2,3,3,2,2,4,4,3,2,3,2,2,3,3,2,3,4,3,2,4,4,4,2,2,4,3,2,2,4,2,2,4,5,5,5,4,4,4,5,2,2,1,10,19,20,5,23,22,35,15,19,17,37
103,female,25-29,2,3,3,6,4,3,1,6,5,5,2,3,6,4,2,4,5,3,2,2,3,2,3,3,3,2,2,3,3,3,3,4,3,4,3,2,2,3,4,4,3,4,3,4,4,5,3,3,3,4,4,5,5,5,5,4,4,4,3,4,0,0,1,16,19,25,1,21,23,24,10,12,15,42
104,male,20-24,2,5,2,6,5,3,5,7,5,3,5,2,6,1,2,4,7,2,2,3,3,2,3,4,2,2,2,2,3,3,3,4,3,3,2,2,3,4,4,4,5,3,4,3,3,5,4,4,4,5,6,5,5,5,5,5,4,4,5,5,1,0,1,20,20,24,2,19,26,19,19,11,18,46
105,female,20-24,2,6,5,5,6,4,6,5,5,6,5,5,4,4,2,4,5,6,4,4,3,2,3,3,3,3,2,2,2,2,2,3,3,3,3,2,2,4,4,5,3,3,4,4,2,3,2,4,4,4,5,4,5,4,4,4,4,5,5,6,3,1,1,17,17,23,5,18,19,35,21,16,20,40
106,not listed,missing,2,5,5,4,6,4,1,6,5,2,1,6,7,4,1,2,6,2,2,1,3,3,4,3,3,3,4,4,4,1,4,2,2,4,2,3,3,4,2,1,4,1,3,1,2,2,2,1,2,4,2,2,5,4,5,5,2,2,5,5,1,1,0,10,19,20,2,29,23,30,9,8,14,26
107,male,25-29,3,5,6,5,7,5,6,5,5,6,6,5,6,3,2,6,6,5,5,5,3,2,3,4,4,2,2,4,2,2,4,3,3,3,3,2,2,3,2,2,3,2,3,2,2,2,2,3,4,5,5,4,5,4,5,5,5,4,5,4,3,0,1,18,19,25,4,21,22,36,23,18,18,28
108,female,20-24,3,6,5,5,5,4,5,5,5,3,5,3,6,5,3,5,6,5,4,4,4,2,4,3,3,3,2,3,4,2,3,2,3,4,2,2,3,3,3,2,4,2,3,4,1,3,3,3,4,5,4,4,4,5,5,5,3,3,2,2,2,1,0,17,19,23,3,23,22,32,21,14,10,34
109,male,25-29,3,5,7,5,7,3,5,5,5,3,1,5,6,5,3,1,5,6,2,2,3,3,4,4,4,1,4,4,2,3,4,3,4,3,3,2,2,2,5,3,4,3,3,2,2,4,2,2,5,5,6,3,5,4,4,5,3,3,2,2,0,0,0,19,18,28,0,23,21,37,12,11,10,34
110,female,25-29,3,7,5,5,5,3,6,6,6,5,6,5,6,3,2,5,6,5,3,3,3,2,2,3,3,3,2,2,3,3,2,3,2,3,3,2,2,2,3,2,3,2,4,2,2,4,2,3,5,5,5,4,5,4,5,5,4,4,5,4,3,2,1,19,19,22,6,19,23,32,24,13,17,31
111,female,20-24,3,5,5,6,6,3,2,6,3,2,2,2,7,2,2,3,5,3,3,3,3,2,3,3,2,2,3,3,3,2,2,3,2,3,2,2,2,3,4,2,3,3,3,3,3,3,2,2,4,4,4,4,4,4,4,4,6,5,5,5,0,1,1,16,16,20,2,20,24,24,12,10,21,33
112,male,20-24,3,5,7,5,6,5,6,6,6,5,5,7,6,5,3,6,6,6,3,5,4,2,2,3,3,2,2,4,4,3,4,3,3,4,1,2,2,4,5,3,4,2,5,2,2,5,2,3,4,5,5,4,5,4,5,4,6,6,6,6,1,1,0,18,18,22,2,24,23,40,22,18,24,39
113,male,25-29,3,5,6,5,5,4,3,6,6,5,2,5,5,5,2,3,5,5,2,3,3,2,3,3,2,3,4,3,2,3,2,4,3,4,2,3,4,3,4,4,3,4,5,3,3,4,3,3,5,6,6,5,4,4,5,5,6,6,6,6,1,1,0,22,18,23,2,23,21,34,13,14,24,43
114,male,20-24,3,5,5,4,5,5,7,6,4,2,6,2,7,1,1,6,5,5,3,4,3,1,2,3,2,2,2,4,2,4,3,3,4,4,3,2,3,4,5,4,5,4,5,3,3,3,3,4,3,3,5,4,6,4,4,4,6,5,6,6,0,0,2,15,18,24,2,20,22,25,24,12,23,46
115,female,25-29,3,4,5,5,6,4,5,6,1,2,5,3,5,2,1,3,7,2,2,2,3,2,2,3,3,2,3,2,2,3,3,3,3,3,3,2,3,3,5,3,2,2,5,2,2,2,2,2,4,5,5,5,6,4,5,5,4,4,4,4,2,1,1,19,20,23,4,19,23,21,17,9,16,33
116,female,20-24,3,5,6,6,3,4,3,6,6,4,4,3,6,2,1,6,6,4,2,2,4,1,3,4,4,1,2,2,3,4,3,4,4,4,3,1,2,4,4,3,4,3,3,2,1,4,2,4,5,5,6,4,6,5,6,5,2,2,2,5,0,0,2,20,22,30,2,17,24,26,18,11,11,36
117,female,20-24,3,5,6,5,7,2,2,7,6,2,4,4,6,3,3,1,7,5,2,2,3,2,1,3,2,3,3,3,3,2,3,2,2,3,2,2,3,4,4,4,4,4,4,4,4,4,4,4,5,4,4,2,3,4,4,4,5,5,6,5,3,2,1,15,15,17,6,22,25,33,12,9,21,47
118,male,20-24,3,6,4,6,7,3,4,5,7,6,5,4,6,1,3,4,6,7,2,4,4,2,4,3,3,2,4,2,3,2,3,3,2,4,3,3,3,2,3,3,2,2,5,2,2,1,2,2,4,4,5,3,4,4,4,5,6,6,6,6,0,0,0,16,17,24,0,23,23,32,19,16,24,29
119,female,30-34,3,6,6,5,7,5,1,7,7,7,2,4,5,5,2,6,2,5,1,2,3,2,3,3,2,2,4,4,4,2,3,3,3,4,2,2,3,3,4,4,4,3,5,2,4,3,4,5,2,4,4,2,4,3,4,4,4,4,4,4,1,0,1,12,15,21,2,25,19,35,15,16,16,44
120,female,20-24,3,7,5,5,7,5,3,6,6,7,3,3,6,2,4,7,5,6,4,5,4,2,3,4,3,1,3,4,3,3,3,3,3,4,3,2,1,3,4,2,4,2,4,1,1,3,1,3,5,5,5,3,5,4,5,5,4,3,4,4,2,1,1,18,19,26,4,22,22,33,20,21,15,29
121,female,20-24,3,6,4,5,7,2,2,6,5,2,1,4,4,7,1,1,5,2,2,1,3,2,1,2,2,4,2,4,4,2,4,2,2,4,2,3,1,1,3,1,2,3,3,2,3,1,1,1,3,5,5,4,4,2,4,3,4,4,4,5,0,1,1,17,13,16,2,27,20,31,10,6,17,22
122,male,25-29,3,5,5,5,6,3,6,7,4,3,5,5,5,3,2,4,7,3,3,2,3,2,3,3,3,3,2,3,2,3,2,2,3,2,3,2,4,3,4,2,4,3,4,2,3,4,3,3,4,5,4,4,5,2,4,3,4,4,5,5,1,1,1,17,14,23,3,18,24,29,20,10,18,39
123,female,25-29,3,6,5,6,7,4,5,6,6,5,5,4,6,2,2,4,5,5,2,2,4,1,3,3,3,2,2,2,2,3,2,4,3,3,2,1,4,2,4,3,3,3,4,2,1,3,3,3,4,4,4,4,4,5,5,5,5,4,4,5,0,0,2,16,19,25,2,15,23,31,20,13,18,35
124,female,20-24,3,4,5,5,4,5,5,5,4,3,4,5,4,4,5,5,5,4,4,5,3,2,4,4,3,2,2,3,3,3,2,3,3,3,2,2,3,3,3,3,4,4,4,3,4,3,3,3,3,3,3,3,4,2,2,4,5,3,4,4,3,0,2,12,12,25,5,19,19,30,18,18,16,40
125,male,20-24,3,6,7,4,7,5,1,3,4,4,2,2,5,6,2,5,5,7,4,4,3,3,2,3,3,4,4,4,4,1,4,1,1,4,1,4,2,2,4,2,3,2,4,2,2,3,2,4,5,5,6,5,6,3,4,4,5,5,6,6,1,0,0,21,17,15,1,31,17,37,14,15,22,32
126,female,20-24,3,7,4,5,6,5,7,5,5,5,6,3,5,2,4,5,5,5,3,5,3,1,3,3,2,3,2,2,2,2,2,3,2,3,3,1,2,4,4,4,4,3,4,3,5,4,2,4,4,4,4,4,4,5,4,5,1,5,5,5,1,1,2,16,18,21,4,16,20,28,25,19,16,43
127,female,20-24,3,4,3,6,6,3,3,7,5,3,1,5,7,4,1,3,6,5,2,2,3,3,3,3,3,2,3,4,4,2,4,2,3,4,2,3,2,4,4,4,4,3,4,2,3,4,3,4,3,4,4,2,4,4,4,4,6,6,6,6,1,1,1,13,16,21,3,27,26,30,11,9,24,41
128,female,20-24,3,6,3,5,6,3,3,7,4,4,3,3,5,2,3,5,5,5,3,2,3,2,2,3,3,2,2,3,3,3,3,3,3,4,3,2,3,4,4,4,4,4,4,4,2,3,4,4,5,5,5,5,5,5,5,5,5,5,4,4,1,1,1,20,20,23,3,21,22,26,17,12,18,44
129,male,25-29,3,4,6,5,7,5,4,5,7,5,4,2,5,1,3,3,6,5,3,2,3,2,2,3,2,2,3,4,3,2,3,3,3,4,2,2,3,5,4,2,4,2,5,2,2,5,3,4,4,5,5,4,5,4,5,5,6,5,5,5,1,1,0,18,19,20,2,23,21,31,15,15,21,41
130,male,25-29,3,3,5,6,6,5,2,6,5,3,2,7,5,7,5,2,6,5,6,5,2,3,1,3,1,4,4,4,4,1,4,3,2,4,3,2,2,4,5,2,3,3,4,1,2,2,2,4,5,4,5,2,4,1,4,3,2,3,4,4,1,0,0,16,12,16,1,29,23,41,9,18,13,34
131,male,20-24,3,4,6,5,6,3,4,7,6,4,3,2,5,2,2,2,5,5,2,3,4,2,3,4,4,3,4,4,3,3,3,3,3,4,3,2,2,3,4,3,4,3,4,3,3,4,3,3,3,3,5,3,4,3,4,4,4,4,4,4,3,2,1,14,15,27,6,25,22,29,13,12,16,39
132,male,25-29,3,6,5,6,7,4,5,6,5,3,4,5,5,3,2,5,5,3,5,4,3,2,2,3,2,2,2,4,3,2,4,3,3,3,3,2,2,4,4,2,4,5,5,4,1,4,4,4,5,4,6,4,5,4,4,4,6,4,5,5,2,1,1,19,17,21,4,22,22,33,20,13,20,43
133,female,20-24,3,5,5,5,5,5,5,5,5,5,5,4,6,4,3,2,6,5,5,5,4,1,4,4,4,2,3,2,2,3,3,3,3,3,3,2,3,3,3,4,4,3,3,4,3,4,4,3,4,5,5,5,5,5,5,5,5,5,4,4,1,1,1,19,20,28,3,18,22,33,17,18,18,41
134,female,25-29,3,5,5,6,5,4,4,6,5,4,4,5,7,5,4,1,7,4,4,3,4,2,2,4,4,1,2,2,2,2,3,2,3,2,3,2,4,4,4,4,5,3,4,4,2,5,3,2,5,5,5,5,5,5,5,5,4,4,4,4,1,1,3,20,20,24,5,16,26,33,14,15,16,44
135,female,20-24,3,6,5,6,7,3,4,6,3,3,3,3,6,3,2,6,6,3,2,2,3,2,4,3,3,3,2,3,3,2,3,4,3,4,3,1,2,4,4,4,4,3,5,2,4,4,4,4,4,5,5,3,5,4,5,5,5,5,5,5,2,1,1,17,19,25,4,21,24,26,19,10,20,44
136,female,25-29,3,4,3,7,3,2,2,7,3,2,2,5,7,3,1,2,7,2,2,2,4,1,2,4,4,1,1,1,2,4,2,4,4,3,3,1,5,5,4,5,5,5,3,5,5,5,4,4,6,6,6,5,6,5,6,6,6,6,6,6,1,1,2,23,23,29,4,12,28,21,10,7,24,55
137,not listed,missing,3,2,2,7,3,2,2,7,2,2,2,3,7,2,1,1,7,2,1,1,4,1,3,4,4,1,2,2,2,4,2,4,3,3,3,1,5,4,5,5,5,4,4,5,5,5,4,5,6,6,6,5,6,5,5,5,6,6,6,6,1,1,2,23,21,29,4,14,28,15,7,6,24,56
138,male,20-24,3,6,3,5,5,5,7,5,7,5,5,4,5,2,1,5,4,3,2,4,3,2,4,3,3,2,3,2,2,4,3,4,3,3,4,2,3,5,5,3,4,3,4,3,5,4,4,3,4,4,5,5,5,4,4,5,6,6,6,6,1,0,0,18,18,28,1,19,19,26,23,15,24,46
139,male,25-29,3,6,6,5,7,5,7,5,7,6,7,6,3,5,4,3,3,5,5,5,3,2,3,3,2,3,3,3,3,2,4,3,3,4,2,3,3,3,4,2,5,3,4,3,2,4,2,1,4,4,4,4,4,4,5,5,5,5,5,5,1,0,0,16,18,21,1,25,16,41,23,20,20,36
140,female,20-24,3,5,6,6,5,3,5,6,6,2,2,2,6,1,1,1,6,5,2,2,4,1,2,4,3,2,1,2,1,4,1,4,3,3,3,2,3,4,4,5,5,5,4,2,3,4,5,5,5,6,6,6,5,5,5,5,6,6,5,5,1,0,0,23,20,27,1,13,24,27,13,8,22,49
141,female,20-24,3,5,5,4,7,3,5,6,7,6,7,5,6,3,1,3,6,7,2,1,3,2,2,3,2,4,3,4,4,1,4,3,1,4,1,2,2,2,2,2,5,2,3,2,1,5,3,2,3,5,5,2,3,1,4,4,4,5,4,4,2,1,1,15,12,16,4,27,22,36,20,11,17,31
142,female,20-24,3,6,7,5,7,6,5,6,6,6,5,5,7,6,2,6,4,5,5,5,3,2,2,3,3,2,3,3,2,2,3,3,3,2,3,2,4,4,4,3,4,4,4,3,2,5,2,3,5,5,5,4,4,4,4,4,5,5,4,5,2,1,0,19,16,22,3,19,22,41,22,19,19,42
143,female,20-24,3,6,5,3,5,5,3,5,5,6,3,6,5,6,5,5,5,5,5,5,3,3,2,3,2,3,4,4,4,2,3,2,3,3,3,2,2,4,4,2,4,3,3,2,2,3,3,3,3,4,4,3,3,2,3,3,3,3,3,4,1,0,0,14,11,20,1,26,18,37,17,21,13,35
144,male,25-29,3,6,3,2,7,5,3,6,5,5,5,5,7,5,2,3,4,2,5,4,3,2,2,3,3,2,2,2,2,2,2,3,3,2,2,2,2,3,2,3,2,2,4,2,2,3,2,3,6,5,6,4,5,4,4,5,3,3,3,3,1,1,1,21,18,21,3,16,19,32,17,16,12,30
145,female,20-24,3,4,6,5,6,5,1,7,1,5,1,2,6,2,3,1,6,7,2,5,4,2,4,4,4,3,3,4,3,4,3,3,3,3,2,2,3,4,2,2,3,1,2,2,4,1,1,2,2,2,4,4,5,5,5,6,6,5,3,4,0,0,0,12,21,28,0,23,24,26,7,18,18,27
146,male,20-24,3,6,5,5,5,2,6,5,5,5,6,3,5,2,2,3,3,2,3,3,3,2,2,3,3,3,3,3,2,3,3,4,3,3,2,2,2,3,3,4,3,4,3,3,3,3,3,4,4,4,5,3,5,4,4,4,6,4,5,5,0,0,1,16,17,23,1,21,18,25,21,12,20,38
147,male,20-24,3,6,6,3,6,5,1,4,2,5,3,7,3,7,3,4,5,6,5,6,3,3,4,3,3,4,4,4,4,1,4,1,2,4,4,4,1,4,3,1,2,2,5,1,1,4,1,3,5,6,4,6,4,1,5,3,6,6,6,6,1,0,1,21,13,21,2,31,15,39,14,19,24,28
148,not listed,missing,3,5,5,6,5,5,2,6,3,5,5,3,5,4,2,5,5,5,4,5,3,2,1,3,2,3,3,3,3,2,3,3,2,3,2,2,3,3,3,2,4,2,3,3,2,4,4,4,4,5,5,3,4,3,4,4,4,4,3,4,1,0,0,17,15,18,1,22,22,29,17,17,15,37
149,female,25-29,4,6,5,5,6,5,3,6,5,5,5,7,5,5,3,3,5,6,3,3,4,3,3,3,2,2,2,3,4,2,4,2,2,4,2,2,2,1,2,2,2,2,4,1,1,1,2,2,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,16,16,20,3,24,21,37,17,16,16,22
150,female,20-24,4,5,7,5,5,7,5,3,3,5,2,5,5,4,3,2,5,5,3,5,3,2,2,3,2,2,2,4,3,2,3,2,2,4,3,2,2,4,4,4,3,3,3,2,2,3,4,4,5,5,5,4,5,4,5,5,6,5,5,6,1,0,0,19,19,19,1,22,18,32,14,20,22,38
151,female,25-29,4,5,7,5,6,4,5,6,5,5,4,5,5,5,3,5,6,5,3,3,3,2,4,3,3,3,2,3,3,2,2,3,3,3,3,2,1,4,4,4,5,3,4,3,2,4,2,2,5,4,4,5,5,4,5,4,4,4,4,4,1,1,1,18,18,24,3,20,22,36,19,15,16,38
152,female,missing,4,4,5,3,7,4,3,5,5,3,2,2,4,3,3,2,4,5,5,3,3,2,3,3,3,2,2,2,2,3,2,4,3,3,3,2,3,3,4,4,5,4,4,3,3,4,3,3,4,4,4,4,4,4,4,5,4,4,5,5,2,1,1,16,17,25,4,17,16,32,11,13,18,43
153,female,25-29,4,5,6,5,3,5,2,5,5,5,3,3,5,3,3,3,5,5,3,3,3,2,4,4,4,2,2,3,2,3,2,4,3,3,3,2,4,4,4,4,4,2,4,2,2,3,4,4,5,5,5,5,5,5,5,5,4,4,4,4,1,1,1,20,20,28,3,18,20,28,13,16,16,41
154,male,25-29,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,4,4,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,2,0,0,16,16,23,2,22,16,28,17,16,16,38
